TAG	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG0175	fig|1121259.3.peg.2150	fig|1214564.3.peg.462	fig|1387555.3.peg.1186	fig|1387557.3.peg.1979	fig|1387569.3.peg.2607	fig|31899.10.peg.405|SAMN05216182_0276	fig|351627.8.peg.2439|Csac_2257	-	fig|632292.3.peg.17|Calhy_0015	"fig|632335.8.peg.2406|Calkr_2223,fig|632335.8.peg.62|Calkr_0039"	-	fig|632516.3.peg.471|CallaDRAFT_0453	-
TAG0176	fig|1121259.3.peg.2151	-	-	-	-	-	-	-	-	-	-	-	-
TAG0177	fig|1121259.3.peg.2152	-	-	-	-	-	-	-	-	-	-	-	-
TAG0178	fig|1121259.3.peg.2164	-	-	-	-	-	-	-	-	-	-	-	-
TAG0179	fig|1121259.3.peg.2168	-	-	-	-	-	-	-	-	-	-	-	-
TAG0180	fig|1121259.3.peg.2171	-	-	-	-	-	-	-	-	-	-	-	-
TAG0181	fig|1121259.3.peg.2174	-	-	-	-	-	-	-	-	-	-	-	-
TAG0182	fig|1121259.3.peg.2175	-	-	-	-	-	-	-	-	-	-	-	-
TAG0183	fig|1121259.3.peg.218	-	-	-	-	-	-	-	-	-	-	-	-
TAG0184	fig|1121259.3.peg.2188	-	-	-	-	-	-	-	-	-	-	-	-
TAG0185	fig|1121259.3.peg.2195	-	-	-	-	-	-	-	-	-	-	-	-
TAG0186	fig|1121259.3.peg.2196	-	-	fig|1387557.3.peg.684	-	-	-	-	-	-	-	-	-
TAG0187	fig|1121259.3.peg.2208	-	-	-	-	-	-	-	-	-	-	-	-
TAG0188	fig|1121259.3.peg.2214	-	-	-	-	-	-	-	fig|632292.3.peg.59	-	-	-	-
TAG0189	fig|1121259.3.peg.2225	-	-	-	-	-	-	-	-	-	-	-	-
TAG0190	fig|1121259.3.peg.2231	-	-	-	-	-	-	-	-	-	-	-	-
TAG0191	fig|1121259.3.peg.2232	-	-	-	-	-	-	-	-	-	-	-	-
TAG0192	fig|1121259.3.peg.2233	-	-	-	-	-	-	-	-	-	-	-	-
TAG0193	fig|1121259.3.peg.2234	-	-	-	-	-	-	-	-	-	-	-	-
TAG0194	fig|1121259.3.peg.2235	-	-	-	-	fig|31899.10.peg.441|SAMN05216182_0314	-	fig|608506.3.peg.60|COB47_0058	-	-	-	fig|632516.3.peg.1387|CallaDRAFT_1327	-
TAG0195	fig|1121259.3.peg.2266	-	-	-	-	-	-	-	-	-	-	-	-
TAG0196	fig|1121259.3.peg.2267	-	-	-	-	-	-	-	-	-	-	-	-
TAG0197	fig|1121259.3.peg.2269	-	-	-	-	-	-	-	-	-	-	-	-
TAG0198	fig|1121259.3.peg.2270	-	-	-	-	-	-	-	-	-	-	-	-
TAG0199	fig|1121259.3.peg.2274	-	-	-	-	-	-	-	-	-	-	-	-
TAG0200	fig|1121259.3.peg.2278	-	-	-	-	-	-	-	-	-	-	-	-
TAG0201	fig|1121259.3.peg.2320	-	-	-	-	-	-	-	-	-	-	-	-
TAG0202	fig|1121259.3.peg.2330	fig|1214564.3.peg.1012	fig|1387555.3.peg.2262	fig|1387557.3.peg.1064	fig|1387569.3.peg.2354	fig|31899.10.peg.1253|SAMN05216182_1065	fig|351627.8.peg.1061|Csac_0939	fig|608506.3.peg.796|COB47_0723	fig|632292.3.peg.1984|Calhy_1893	fig|632335.8.peg.2077|Calkr_1918	fig|632348.3.peg.1957|Calkro_1859	fig|632516.3.peg.598|CallaDRAFT_0575	fig|632518.3.peg.702|Calow_0640
TAG0203	fig|1121259.3.peg.2344	-	-	-	-	-	-	-	-	-	-	-	-
TAG0204	fig|1121259.3.peg.2368	-	-	-	-	-	-	-	-	-	-	-	-
TAG0205	fig|1121259.3.peg.2369	-	fig|1387555.3.peg.2295	fig|1387557.3.peg.1029	fig|1387569.3.peg.2318	fig|31899.10.peg.1217|SAMN05216182_1030	-	-	-	fig|632335.8.peg.1474|Calkr_1352	fig|632348.3.peg.1991|Calkro_1892	fig|632516.3.peg.2479|CallaDRAFT_2383	-
TAG0206	fig|1121259.3.peg.2371	-	-	fig|1387557.3.peg.1167	-	fig|31899.10.peg.1380|SAMN05216182_1189	-	-	-	-	-	-	-
TAG0207	fig|1121259.3.peg.2374	-	-	-	-	-	-	-	-	-	-	-	-
TAG0208	fig|1121259.3.peg.2377	-	-	-	-	-	-	-	-	-	-	-	-
TAG0209	fig|1121259.3.peg.2412	-	-	-	-	-	-	-	-	-	-	-	-
TAG0210	fig|1121259.3.peg.2415	-	-	-	-	-	-	-	-	-	-	-	-
TAG0211	fig|1121259.3.peg.2416	-	-	-	-	-	-	-	-	-	-	-	-
TAG0212	fig|1121259.3.peg.2417	-	-	-	-	-	-	-	-	-	-	-	-
TAG0213	fig|1121259.3.peg.2418	-	-	-	-	-	-	-	-	-	-	-	-
TAG0214	fig|1121259.3.peg.2419	-	-	-	-	-	-	-	-	-	-	-	-
TAG0215	fig|1121259.3.peg.2420	-	-	-	-	-	-	-	-	-	-	-	-
TAG0216	fig|1121259.3.peg.2421	-	-	-	-	-	-	-	-	-	-	-	-
TAG0217	fig|1121259.3.peg.2422	-	-	-	-	-	-	-	-	-	-	-	-
TAG0218	fig|1121259.3.peg.2423	-	-	-	-	-	-	-	-	-	-	-	-
TAG0219	fig|1121259.3.peg.2426	-	-	-	-	-	-	-	-	-	-	-	-
TAG0220	fig|1121259.3.peg.2428	-	-	-	-	-	-	-	-	-	-	-	-
TAG0221	fig|1121259.3.peg.2435	-	-	-	-	-	-	-	-	-	-	-	-
TAG0222	fig|1121259.3.peg.2440	-	-	-	-	-	-	-	-	-	-	-	-
TAG0223	fig|1121259.3.peg.2445	-	-	-	-	-	-	-	-	-	fig|632348.3.peg.609|Calkro_0571	-	-
TAG0224	fig|1121259.3.peg.2448	-	-	-	-	-	-	-	-	-	fig|632348.3.peg.606|Calkro_0568	-	-
TAG0225	fig|1121259.3.peg.2455	-	-	-	-	-	-	-	-	-	-	-	-
TAG0226	fig|1121259.3.peg.2458	-	-	-	-	-	-	-	-	-	-	-	-
TAG0227	fig|1121259.3.peg.2459	-	-	-	-	-	-	-	-	-	-	-	-
TAG0228	fig|1121259.3.peg.2460	-	-	-	-	-	-	-	-	-	-	-	-
TAG0229	fig|1121259.3.peg.2461	-	-	-	-	-	-	-	-	fig|632335.8.peg.812|Calkr_0715	-	fig|632516.3.peg.1737|CallaDRAFT_1671	-
TAG0230	fig|1121259.3.peg.2466	-	-	-	-	-	-	-	-	-	-	-	-
TAG0231	fig|1121259.3.peg.2467	-	-	-	-	-	-	-	-	-	-	-	-
TAG0232	fig|1121259.3.peg.2468	-	-	-	-	-	-	-	-	-	-	-	-
TAG0233	fig|1121259.3.peg.2469	-	-	-	-	-	-	-	-	-	-	-	-
TAG0234	fig|1121259.3.peg.2470	-	-	-	-	-	-	-	-	-	-	-	-
TAG0235	fig|1121259.3.peg.2471	-	-	-	-	-	-	-	-	-	-	-	-
TAG0236	fig|1121259.3.peg.2472	-	-	-	-	-	-	-	-	-	-	-	-
TAG0237	fig|1121259.3.peg.2473	-	-	-	-	-	-	-	-	-	-	-	-
TAG0238	fig|1121259.3.peg.2474	-	-	-	-	-	-	-	-	-	-	-	-
TAG0239	fig|1121259.3.peg.2475	fig|1214564.3.peg.1370	-	-	-	-	fig|351627.8.peg.1566|Csac_1412	-	-	-	-	-	-
TAG0240	fig|1121259.3.peg.2478	-	fig|1387555.3.peg.768	-	-	-	-	-	-	-	-	-	-
TAG0241	fig|1121259.3.peg.2479	-	-	-	-	-	-	-	-	-	-	-	-
TAG0242	fig|1121259.3.peg.2480	-	-	-	-	-	-	-	-	-	-	-	-
TAG0243	fig|1121259.3.peg.2483	-	-	-	-	-	-	-	-	-	-	-	-
TAG0244	fig|1121259.3.peg.2487	-	-	-	-	-	-	-	-	-	-	-	-
TAG0245	fig|1121259.3.peg.250	-	-	-	-	-	-	-	-	-	-	-	-
TAG0246	fig|1121259.3.peg.2511	-	-	-	-	-	-	-	-	-	-	-	-
TAG0247	fig|1121259.3.peg.2512	-	-	-	-	-	-	-	-	-	-	-	-
TAG0248	fig|1121259.3.peg.2513	-	-	-	-	-	-	-	-	-	-	-	-
TAG0249	fig|1121259.3.peg.2515	-	-	-	-	-	-	-	-	-	-	-	-
TAG0250	fig|1121259.3.peg.2517	-	-	-	-	-	-	-	-	-	-	-	-
TAG0251	fig|1121259.3.peg.2522	-	-	-	-	-	-	-	-	-	-	-	-
TAG0252	fig|1121259.3.peg.2523	-	-	-	-	-	-	-	-	-	-	-	-
TAG0253	fig|1121259.3.peg.2524	-	-	-	-	-	-	-	-	-	-	-	-
TAG0254	fig|1121259.3.peg.2525	-	-	-	-	-	-	-	-	-	-	-	-
TAG0255	fig|1121259.3.peg.2526	-	-	-	-	-	-	-	-	-	-	-	-
TAG0256	fig|1121259.3.peg.2527	-	-	-	-	-	-	-	-	-	-	-	-
TAG0257	fig|1121259.3.peg.2528	-	-	-	-	-	-	-	-	-	-	-	-
TAG0258	fig|1121259.3.peg.2536	-	-	-	fig|1387569.3.peg.883	-	-	-	-	-	fig|632348.3.peg.2347|Calkro_2231	-	-
TAG0259	fig|1121259.3.peg.2537	-	-	-	-	-	-	-	-	-	-	-	-
TAG0260	fig|1121259.3.peg.2539	-	-	-	-	-	-	-	-	-	-	-	-
TAG0261	fig|1121259.3.peg.2540	-	-	-	-	-	-	-	-	-	-	-	-
TAG0262	fig|1121259.3.peg.2541	-	-	-	-	-	-	-	-	-	-	-	-
TAG0263	fig|1121259.3.peg.2542	-	-	-	-	-	-	-	-	-	-	-	-
TAG0264	fig|1121259.3.peg.2543	-	-	-	-	-	-	-	-	-	-	-	-
TAG0265	fig|1121259.3.peg.2544	-	-	-	-	-	-	-	-	-	-	-	-
TAG0266	fig|1121259.3.peg.2545	-	-	-	-	-	-	-	-	-	-	-	-
TAG0267	fig|1121259.3.peg.2546	-	-	-	-	-	-	-	-	-	-	-	-
TAG0268	fig|1121259.3.peg.2547	-	-	-	-	-	-	-	-	-	-	-	-
TAG0269	fig|1121259.3.peg.2549	fig|1214564.3.peg.2454	-	-	fig|1387569.3.peg.2067	-	fig|351627.8.peg.2691|Csac_2495	-	-	-	-	-	-
TAG0270	fig|1121259.3.peg.2550	-	-	-	-	-	-	-	-	-	-	-	-
TAG0271	fig|1121259.3.peg.2551	-	-	-	-	-	-	-	-	-	-	-	-
TAG0272	fig|1121259.3.peg.2552	-	-	-	-	-	-	-	-	-	-	-	-
TAG0273	fig|1121259.3.peg.2553	-	-	-	-	-	-	-	-	-	-	-	-
TAG0274	fig|1121259.3.peg.2554	-	-	-	-	-	-	-	-	-	-	-	-
TAG0275	fig|1121259.3.peg.2555	fig|1214564.3.peg.1188	fig|1387555.3.peg.452	"fig|1387557.3.peg.1008,fig|1387557.3.peg.2329"	-	fig|31899.10.peg.193|SAMN05216182_0116	"fig|351627.8.peg.2856|Csac_2643,fig|351627.8.peg.579|Csac_0504"	-	-	-	fig|632348.3.peg.2603|Calkro_2466	-	-
TAG0276	fig|1121259.3.peg.2556	-	-	-	-	-	-	-	-	-	-	-	-
TAG0277	fig|1121259.3.peg.2558	-	-	fig|1387557.3.peg.995	-	-	-	-	-	-	-	-	-
TAG0278	fig|1121259.3.peg.2561	-	-	-	-	-	-	-	-	-	-	-	-
TAG0279	fig|1121259.3.peg.2562	-	-	-	-	-	-	-	-	-	-	-	-
TAG0280	fig|1121259.3.peg.2563	-	-	-	-	-	-	-	-	-	-	-	-
TAG0281	fig|1121259.3.peg.2564	-	-	-	-	fig|31899.10.peg.706	-	-	-	-	-	-	-
TAG0282	fig|1121259.3.peg.2572	-	-	-	-	-	-	-	-	-	-	-	-
TAG0283	fig|1121259.3.peg.2575	-	-	-	-	-	-	-	-	-	-	-	-
TAG0284	fig|1121259.3.peg.2577	-	-	-	-	-	-	-	-	fig|632335.8.peg.399	-	-	-
TAG0285	fig|1121259.3.peg.2579	-	-	-	-	-	-	-	-	-	-	-	-
TAG0286	fig|1121259.3.peg.2580	-	-	-	-	-	-	-	-	-	-	-	-
TAG0287	fig|1121259.3.peg.2581	-	-	-	-	-	-	-	-	-	-	-	-
TAG0288	fig|1121259.3.peg.2582	-	-	-	fig|1387569.3.peg.1173	-	-	-	-	-	-	fig|632516.3.peg.642|CallaDRAFT_0618	-
TAG0289	fig|1121259.3.peg.2585	-	-	-	-	-	-	-	-	-	-	-	-
TAG0290	fig|1121259.3.peg.314	-	-	-	fig|1387569.3.peg.1287	-	-	-	-	-	-	-	-
TAG0291	fig|1121259.3.peg.32	-	-	-	-	-	-	-	-	-	-	-	-
TAG0292	fig|1121259.3.peg.352	-	-	-	-	-	-	-	-	-	-	-	-
TAG0293	fig|1121259.3.peg.353	-	-	-	-	-	-	-	-	-	-	-	-
TAG0294	fig|1121259.3.peg.357	-	-	-	-	-	fig|351627.8.peg.303|Csac_0262	-	fig|632292.3.peg.2376|Calhy_2268	-	-	-	-
TAG0295	fig|1121259.3.peg.358	-	-	-	-	-	fig|351627.8.peg.302|Csac_0261	-	fig|632292.3.peg.2377|Calhy_2269	-	-	-	-
TAG0296	fig|1121259.3.peg.372	-	-	-	-	-	-	-	-	-	-	-	-
TAG0297	fig|1121259.3.peg.407	-	-	-	-	-	-	-	-	-	-	-	-
TAG0298	fig|1121259.3.peg.414	fig|1214564.3.peg.2236	fig|1387555.3.peg.212	fig|1387557.3.peg.536	fig|1387569.3.peg.403	fig|31899.10.peg.675|SAMN05216182_0527	fig|351627.8.peg.208|Csac_0174	fig|608506.3.peg.287|COB47_0263	fig|632292.3.peg.2435|Calhy_2325	fig|632335.8.peg.303|Calkr_0256	fig|632348.3.peg.2443|Calkro_2322	fig|632516.3.peg.2577|CallaDRAFT_2485	fig|632518.3.peg.212|Calow_0193
TAG0299	fig|1121259.3.peg.417	-	-	-	-	-	-	-	-	-	-	-	-
TAG0300	fig|1121259.3.peg.420	fig|1214564.3.peg.2243	-	-	-	-	-	-	-	fig|632335.8.peg.297|Calkr_0252	-	fig|632516.3.peg.2769|CallaDRAFT_2692	-
TAG0301	fig|1121259.3.peg.422	-	-	-	-	-	-	-	-	fig|632335.8.peg.293|Calkr_0248	-	fig|632516.3.peg.1676|CallaDRAFT_1609	-
TAG0302	fig|1121259.3.peg.430	-	-	-	-	-	-	-	-	-	-	-	-
TAG0303	fig|1121259.3.peg.439	-	-	-	-	-	-	-	fig|632292.3.peg.2478	-	fig|632348.3.peg.2461|Calkro_2339	-	fig|632518.3.peg.193|Calow_0174
TAG0304	fig|1121259.3.peg.457	-	-	-	-	-	-	-	-	-	-	-	-
TAG0305	fig|1121259.3.peg.461	-	-	-	-	-	-	-	-	-	-	-	-
TAG0306	fig|1121259.3.peg.462	-	-	-	-	-	-	-	-	-	-	-	-
TAG0307	fig|1121259.3.peg.463	-	-	-	-	-	-	-	-	-	-	-	-
TAG0308	fig|1121259.3.peg.464	-	-	-	-	-	-	-	-	-	-	-	-
TAG0309	fig|1121259.3.peg.465	-	-	-	-	-	-	-	-	-	-	-	-
TAG0310	fig|1121259.3.peg.466	-	-	-	-	-	-	-	-	-	-	-	-
TAG0311	fig|1121259.3.peg.467	-	-	-	-	-	-	-	-	-	-	-	-
TAG0312	fig|1121259.3.peg.485	-	-	-	-	-	-	-	fig|632292.3.peg.2530|Calhy_2412	-	-	-	-
TAG0313	fig|1121259.3.peg.486	-	-	-	-	-	-	-	fig|632292.3.peg.2531	-	-	-	-
TAG0314	fig|1121259.3.peg.487	-	-	-	-	-	-	-	fig|632292.3.peg.2532|Calhy_2414	-	-	-	-
TAG0315	fig|1121259.3.peg.488	-	-	-	-	-	-	-	fig|632292.3.peg.2533|Calhy_2415	-	-	-	-
TAG0316	fig|1121259.3.peg.489	-	-	-	-	-	-	-	fig|632292.3.peg.2534|Calhy_2416	-	-	-	-
TAG0317	fig|1121259.3.peg.491	-	-	-	-	-	-	-	fig|632292.3.peg.2536|Calhy_2418	-	-	-	-
TAG0318	fig|1121259.3.peg.496	-	-	-	-	fig|31899.10.peg.602|SAMN05216182_0459	-	fig|608506.3.peg.208|COB47_0187	fig|632292.3.peg.2541|Calhy_2423	fig|632335.8.peg.228|Calkr_0181	-	-	-
TAG0319	fig|1121259.3.peg.500	-	-	-	-	-	-	-	-	-	-	-	fig|632518.3.peg.8|Calow_0008
TAG0320	fig|1121259.3.peg.507	-	-	-	-	-	-	-	-	-	-	-	-
TAG0321	fig|1121259.3.peg.508	-	-	-	"fig|1387569.3.peg.244,fig|1387569.3.peg.246"	-	-	-	-	"fig|632335.8.peg.2804,fig|632335.8.peg.2850"	"fig|632348.3.peg.2632,fig|632348.3.peg.2673"	fig|632516.3.peg.788	fig|632518.3.peg.2365
TAG0322	fig|1121259.3.peg.516	-	-	-	-	-	-	-	-	-	-	-	-
TAG0323	fig|1121259.3.peg.519	-	-	-	-	-	-	-	-	-	-	-	-
TAG0324	fig|1121259.3.peg.531	-	-	-	-	-	fig|351627.8.peg.2608|Csac_2418	-	-	-	-	-	-
TAG0325	fig|1121259.3.peg.532	-	-	-	-	-	fig|351627.8.peg.2609	-	-	-	-	-	-
TAG0326	fig|1121259.3.peg.548	-	-	-	-	-	-	-	-	-	-	-	-
TAG0327	fig|1121259.3.peg.558	-	-	-	fig|1387569.3.peg.65	-	-	fig|608506.3.peg.155|COB47_0136	fig|632292.3.peg.2602|Calhy_2483	fig|632335.8.peg.169|Calkr_0130	-	-	fig|632518.3.peg.91|Calow_0080
TAG0328	fig|1121259.3.peg.561	-	-	-	-	-	-	-	-	-	-	-	-
TAG0329	fig|1121259.3.peg.562	-	-	-	-	-	-	-	-	-	-	-	-
TAG0330	fig|1121259.3.peg.610	-	-	-	-	-	-	-	-	-	-	-	-
TAG0331	fig|1121259.3.peg.626	-	-	-	-	-	-	-	-	-	-	-	-
TAG0332	fig|1121259.3.peg.710	-	-	-	-	-	-	-	-	-	-	-	fig|632518.3.peg.1687|Calow_1590
TAG0333	fig|1121259.3.peg.766	-	-	-	-	-	-	-	-	-	-	-	-
TAG0334	fig|1121259.3.peg.767	-	-	-	-	-	-	-	-	-	-	-	-
TAG0335	fig|1121259.3.peg.768	-	-	-	-	-	-	-	-	-	-	-	-
TAG0336	"fig|1121259.3.peg.807,fig|1121259.3.peg.820"	fig|1214564.3.peg.2029	fig|1387555.3.peg.724	"fig|1387557.3.peg.2503,fig|1387557.3.peg.851,fig|1387557.3.peg.866"	fig|1387569.3.peg.2106	"fig|31899.10.peg.1030|SAMN05216182_0861,fig|31899.10.peg.2642|SAMN05216182_2403"	fig|351627.8.peg.2948|Csac_2724	"fig|608506.3.peg.2001|COB47_1869,fig|608506.3.peg.608|COB47_0548,fig|608506.3.peg.620|COB47_0559"	"fig|632292.3.peg.2144|Calhy_2049,fig|632292.3.peg.2158|Calhy_2062"	fig|632335.8.peg.2170|Calkr_2004	"fig|632348.3.peg.2133|Calkro_2021,fig|632348.3.peg.2148|Calkro_2034,fig|632348.3.peg.573|Calkro_0540"	fig|632516.3.peg.1547|CallaDRAFT_1488	"fig|632518.3.peg.1891|Calow_1778,fig|632518.3.peg.513|Calow_0461,fig|632518.3.peg.528|Calow_0475"
TAG0337	fig|1121259.3.peg.822	-	-	-	-	-	-	-	-	-	-	-	-
TAG0338	fig|1121259.3.peg.835	-	-	-	-	-	-	-	-	-	-	-	-
TAG0339	fig|1121259.3.peg.844	-	-	-	-	-	-	-	-	-	-	-	-
TAG0340	fig|1121259.3.peg.845	-	-	-	-	-	-	-	-	-	-	-	-
TAG0341	fig|1121259.3.peg.846	-	-	-	-	-	-	-	-	-	-	-	-
TAG0342	fig|1121259.3.peg.847	-	-	-	-	-	-	-	-	-	-	-	-
TAG0343	fig|1121259.3.peg.87	-	-	-	-	-	-	-	-	-	-	-	-
TAG0344	fig|1121259.3.peg.879	-	-	-	-	-	-	-	-	-	-	-	-
TAG0345	fig|1121259.3.peg.896	-	-	-	-	-	-	-	-	-	-	-	-
TAG0346	fig|1121259.3.peg.906	-	-	-	-	-	-	-	-	-	-	-	-
TAG0347	fig|1121259.3.peg.924	-	-	-	-	-	-	-	-	-	-	-	-
TAG0348	fig|1121259.3.peg.932	-	-	-	-	-	-	-	-	-	-	-	-
TAG0349	fig|1121259.3.peg.933	-	-	-	-	-	-	-	fig|632292.3.peg.911	-	fig|632348.3.peg.818	-	-
TAG0350	fig|1121259.3.peg.936	fig|1214564.3.peg.1065	-	-	-	fig|31899.10.peg.1186|SAMN05216182_0996	fig|351627.8.peg.1009|Csac_0890	-	-	fig|632335.8.peg.1625	-	fig|632516.3.peg.10|CallaDRAFT_0010	-
TAG0351	fig|1121259.3.peg.944	-	-	-	-	-	-	-	-	-	-	-	-
TAG0352	fig|1121259.3.peg.2247	fig|1214564.3.peg.100	-	fig|1387557.3.peg.302	-	fig|31899.10.peg.423|SAMN05216182_0294	fig|351627.8.peg.808|Csac_0703	fig|608506.3.peg.39|COB47_0038	fig|632292.3.peg.565|Calhy_0518	fig|632335.8.peg.2697|Calkr_2482	-	fig|632516.3.peg.1375|CallaDRAFT_1314	-
TAG0353	-	fig|1214564.3.peg.1000	-	-	-	-	-	-	-	-	-	-	-
TAG0354	-	fig|1214564.3.peg.1002	-	-	-	-	-	-	-	-	-	-	-
TAG0355	fig|1121259.3.peg.1874	fig|1214564.3.peg.1004	-	fig|1387557.3.peg.1072	fig|1387569.3.peg.2363	fig|31899.10.peg.1261|SAMN05216182_1074	fig|351627.8.peg.1071|Csac_0948	fig|608506.3.peg.805|COB47_0731	fig|632292.3.peg.1976|Calhy_1885	fig|632335.8.peg.2069	fig|632348.3.peg.1949|Calkro_1851	fig|632516.3.peg.606|CallaDRAFT_0583	fig|632518.3.peg.710|Calow_0648
TAG0356	-	fig|1214564.3.peg.1023	-	-	-	-	-	-	-	-	-	-	-
TAG0357	-	fig|1214564.3.peg.1025	-	-	-	-	-	-	-	-	-	-	-
TAG0358	-	fig|1214564.3.peg.1038	-	-	-	-	-	-	-	-	-	-	-
TAG0359	-	fig|1214564.3.peg.1048	-	-	-	-	-	-	-	-	-	-	-
TAG0360	-	fig|1214564.3.peg.1049	-	-	-	-	-	-	-	-	-	-	-
TAG0361	fig|1121259.3.peg.935	fig|1214564.3.peg.1067	-	-	-	-	fig|351627.8.peg.1007|Csac_0888	-	-	-	-	-	-
TAG0362	-	fig|1214564.3.peg.107	-	-	-	-	-	-	-	-	-	-	-
TAG0363	-	fig|1214564.3.peg.1071	-	-	-	-	-	-	-	-	-	-	-
TAG0364	-	fig|1214564.3.peg.1072	-	-	-	-	-	-	-	-	-	-	-
TAG0365	-	fig|1214564.3.peg.1073	-	-	-	-	-	-	-	-	-	-	-
TAG0366	-	fig|1214564.3.peg.1075	-	-	-	-	-	-	-	-	-	-	-
TAG0367	-	fig|1214564.3.peg.1095	-	-	-	-	-	-	-	-	-	-	-
TAG0368	-	fig|1214564.3.peg.1102	-	-	-	-	-	-	-	-	-	-	-
TAG0369	-	fig|1214564.3.peg.1103	-	-	-	-	-	-	-	-	-	-	-
TAG0370	-	fig|1214564.3.peg.1104	-	-	-	-	-	-	-	-	-	-	-
TAG0371	-	fig|1214564.3.peg.1107	-	-	-	-	-	-	-	-	-	-	-
TAG0372	-	fig|1214564.3.peg.1108	-	-	-	-	-	-	-	-	-	-	-
TAG0373	-	fig|1214564.3.peg.1112	-	-	-	-	-	-	-	-	-	-	-
TAG0374	-	fig|1214564.3.peg.1114	-	-	-	-	-	-	-	-	-	-	-
TAG0375	fig|1121259.3.peg.1091	fig|1214564.3.peg.1128	fig|1387555.3.peg.1922	fig|1387557.3.peg.1324	fig|1387569.3.peg.2525	fig|31899.10.peg.1568|SAMN05216182_1366	fig|351627.8.peg.1697|Csac_1539	fig|608506.3.peg.1546|COB47_1438	fig|632292.3.peg.1742|Calhy_1649	fig|632335.8.peg.1196|Calkr_1076	fig|632348.3.peg.1696|Calkro_1607	fig|632516.3.peg.1461|CallaDRAFT_1400	fig|632518.3.peg.976|Calow_0905
TAG0376	-	fig|1214564.3.peg.1146	-	-	-	-	-	-	-	-	-	-	-
TAG0377	-	fig|1214564.3.peg.1147	-	-	-	-	-	-	-	-	-	-	-
TAG0378	-	fig|1214564.3.peg.1149	-	-	-	-	-	-	-	-	-	-	-
TAG0379	-	fig|1214564.3.peg.1151	-	-	-	-	-	-	-	-	-	-	-
TAG0380	-	fig|1214564.3.peg.1152	-	-	-	-	-	-	-	-	-	-	-
TAG0381	-	fig|1214564.3.peg.116	-	-	fig|1387569.3.peg.2707	-	-	-	-	-	-	-	-
TAG0382	-	fig|1214564.3.peg.1162	-	-	-	-	-	-	-	-	-	-	-
TAG0383	-	fig|1214564.3.peg.1166	-	-	-	-	-	-	-	-	-	-	-
TAG0384	fig|1121259.3.peg.1026	"fig|1214564.3.peg.117,fig|1214564.3.peg.917"	fig|1387555.3.peg.218	fig|1387557.3.peg.529	-	"fig|31899.10.peg.664|SAMN05216182_0517,fig|31899.10.peg.707|SAMN05216182_0550"	fig|351627.8.peg.200|Csac_0168	fig|608506.3.peg.276|COB47_0253	fig|632292.3.peg.2441|Calhy_2330	"fig|632335.8.peg.1118|Calkr_1006,fig|632335.8.peg.1123|Calkr_1010"	-	"fig|632516.3.peg.1772|CallaDRAFT_1706,fig|632516.3.peg.2721|CallaDRAFT_2631"	-
TAG0385	-	fig|1214564.3.peg.1172	-	-	-	-	fig|351627.8.peg.596|Csac_0518	-	-	-	-	-	-
TAG0386	"fig|1121259.3.peg.1545,fig|1121259.3.peg.2260"	"fig|1214564.3.peg.1173,fig|1214564.3.peg.1316,fig|1214564.3.peg.2146,fig|1214564.3.peg.82"	"fig|1387555.3.peg.2179,fig|1387555.3.peg.2298,fig|1387555.3.peg.2539"	"fig|1387557.3.peg.2294,fig|1387557.3.peg.437"	-	fig|31899.10.peg.1682|SAMN05216182_1475	"fig|351627.8.peg.2676|Csac_2480,fig|351627.8.peg.2791,fig|351627.8.peg.482|Csac_0413,fig|351627.8.peg.594"	"fig|608506.3.peg.2353|COB47_2186,fig|608506.3.peg.246|COB47_0224"	"fig|632292.3.peg.1249|Calhy_1167,fig|632292.3.peg.2189|Calhy_2089,fig|632292.3.peg.2201|Calhy_2101,fig|632292.3.peg.277|Calhy_0251"	"fig|632335.8.peg.2710|Calkr_2495,fig|632335.8.peg.444|Calkr_0387"	"fig|632348.3.peg.218|Calkro_0205,fig|632348.3.peg.700|Calkro_0659"	-	fig|632518.3.peg.872
TAG0387	-	fig|1214564.3.peg.1177	-	-	-	-	-	-	-	-	-	-	-
TAG0388	-	fig|1214564.3.peg.118	-	-	-	-	-	-	-	-	-	-	-
TAG0389	-	fig|1214564.3.peg.1182	-	-	-	-	-	-	fig|632292.3.peg.2641	-	-	-	-
TAG0390	-	fig|1214564.3.peg.1183	-	-	-	-	fig|351627.8.peg.584|Csac_0507	-	fig|632292.3.peg.2642|Calhy_2514	-	fig|632348.3.peg.2599|Calkro_2463	-	-
TAG0391	-	fig|1214564.3.peg.1192	-	fig|1387557.3.peg.102	-	-	fig|351627.8.peg.575|Csac_0501	-	-	-	-	-	fig|632518.3.peg.1811|Calow_1707
TAG0392	-	fig|1214564.3.peg.1196	-	-	-	-	-	-	-	-	-	-	-
TAG0393	-	fig|1214564.3.peg.1197	-	-	-	-	-	-	-	-	-	-	-
TAG0394	-	fig|1214564.3.peg.1226	-	-	-	-	-	-	-	-	-	-	-
TAG0395	-	fig|1214564.3.peg.1234	-	-	-	-	-	-	-	-	-	-	-
TAG0396	-	fig|1214564.3.peg.1235	-	-	-	-	-	-	-	-	-	-	-
TAG0397	-	fig|1214564.3.peg.1238	-	-	-	-	-	-	-	-	-	-	-
