CHB_15422 + CHB_63528 = CHB_16761 + CHB_18075	R02094	2048.8024425578187
CHB_15422 + CHB_17622 = CHB_16761 + C01346	R02098	18493.464638119738
CHB_17625 + CHB_15377 = CHB_17622 + CHB_18361	R02100	-58907.04016813153
C00718_kz = C00369_kz	R02110	0.0
C01935_kz + CHB_15377 = 2 CHB_17306	R02112_kz	21101.03669846311
CHB_9533 + CHB_15377 = CHB_18385 + CHB_26078	R02135	-37958.1964385646
C00655 + CHB_18361 = CHB_17712 + C00119	R02142	42055.164438964624
CHB_16750 + CHB_26078 = CHB_16235 + CHB_35425	R02147	14339.573909947183
CHB_17191 + CHB_16810 = C00671 + CHB_29985	R02199	-13172.44871661556
CHB_15633 + CHB_18009 = C00504 + CHB_16474	R02236	-1768.640708916122
CHB_15422 + C00921 + CHB_29985 = CHB_16761 + CHB_26078 + CHB_15633	R02237	-14276.487748880812
C02917 + CHB_15846 = CHB_18041 + CHB_16908	R02258	23186.44661976467
CHB_6220 = CHB_16108 + CHB_18041	R02262	20949.854131169646
MAN_10211 = CHB_16108 + CHB_18041	R02263	7336.355504108651
C00430 = C03741	R02272	9243.366889884172
CHB_16543 + CHB_29985 = CHB_15729 + CHB_44337	R02282	4216.177720135951
CHB_16543 + CHB_16810 = C01250 + CHB_29985	R02283	-8101.322656177625
CHB_18051 + CHB_26078 + CHB_18009 = CHB_30407 + CHB_16474	R02291	11435.599558813468
CHB_15927 + CHB_26078 = CHB_17154 + CHB_35425	R02294	-30846.819690154603
C05841 + CHB_26078 = CHB_15940 + CHB_35425	R02295	-7124.47588293493
CHB_17562 + CHB_26078 = CHB_16040 + CHB_35425	R02296	13861.046810015745
